月数,人口,单岗研究,总研究,单岗超然逻辑,总超然逻辑,单岗能量币维护,总岗能量币维护,人口净化进度,产生人口净化进度,人口增长进度,产生人口增长进度,帝国人口
259,297,218.02584375,64753.675593750006,5.176153125000001,1537.3174781250002,40.28062500000001,11963.345625000002,60.50000000002433,475.45000000000005,214.999999999985,1465,2497
260,296,216.879,64196.183999999994,5.143925,1522.6018000000001,40.14500000000001,11882.920000000004,35.950000000024374,473.6,281.1999999999848,1465,2496
261,295,215.73515625000002,63641.87109375001,5.1117968750000005,1507.980078125,40.009375000000006,11802.765625000002,9.550000000024397,471.75,347.7999999999847,1465,2495
262,296,216.879,64196.183999999994,5.143925,1522.6018000000001,40.14500000000001,11882.920000000004,81.3000000000244,473.6,65.29999999998472,1465,2496
263,295,215.73515625000002,63641.87109375001,5.1117968750000005,1507.980078125,40.009375000000006,11802.765625000002,54.90000000002442,471.75,131.89999999998463,1465,2495
264,294,214.5943125,63090.727875,5.0797687499999995,1493.4520125,39.87375000000001,11722.882500000002,26.65000000002442,469.90000000000003,198.89999999998463,1465,2494
265,294,214.5943125,63090.727875,5.0797687499999995,1493.4520125,39.87375000000001,11722.882500000002,96.55000000002445,469.90000000000003,266.2999999999847,1465,2494
266,293,213.45646875,62542.74534375,5.047840625,1479.0173031250001,39.738125000000004,11643.270625000001,66.45000000002449,468.05,333.6999999999848,1465,2493
267,293,213.45646875,62542.74534375,5.047840625,1479.0173031250001,39.738125000000004,11643.270625000001,34.500000000024556,468.05,52.199999999984755,1465,2493
268,292,212.32162499999998,61997.91449999999,5.0160124999999995,1464.67565,39.602500000000006,11563.930000000002,2.5500000000245677,466.20000000000005,119.99999999998477,1465,2492
269,292,212.32162499999998,61997.91449999999,5.0160124999999995,1464.67565,39.602500000000006,11563.930000000002,68.75000000002461,466.20000000000005,188.19999999998458,1465,2492
270,291,211.18978125,61456.22634375,4.9842843750000005,1450.4267531250002,39.46687500000001,11484.860625000003,34.9500000000246,464.35,256.3999999999844,1465,2491
271,291,211.18978125,61456.22634375,4.9842843750000005,1450.4267531250002,39.46687500000001,11484.860625000003,99.30000000002462,464.35,324.9999999999843,1465,2491
272,291,211.18978125,61456.22634375,4.9842843750000005,1450.4267531250002,39.46687500000001,11484.860625000003,63.65000000002465,464.35,44.4999999999842,1465,2491
273,290,210.0609375,60917.671875,4.9526562499999995,1436.2703124999998,39.331250000000004,11406.062500000002,28.00000000002467,462.5,113.09999999998399,1465,2490
274,290,210.0609375,60917.671875,4.9526562499999995,1436.2703124999998,39.331250000000004,11406.062500000002,90.50000000002467,462.5,182.099999999984,1465,2490
275,289,208.93509375000002,60382.24209375001,4.921128125,1422.206028125,39.19562500000001,11327.535625000002,53.00000000002467,460.65000000000003,251.099999999984,1465,2489
276,288,207.81224999999998,59849.92799999999,4.8896999999999995,1408.2335999999998,39.06000000000001,11249.280000000002,13.650000000024647,458.8,320.4999999999841,1465,2488
277,289,208.93509375000002,60382.24209375001,4.921128125,1422.206028125,39.19562500000001,11327.535625000002,72.45000000002466,460.65000000000003,41.49999999998403,1465,2489
278,288,207.81224999999998,59849.92799999999,4.8896999999999995,1408.2335999999998,39.06000000000001,11249.280000000002,33.10000000002469,458.8,110.89999999998417,1465,2488
279,288,207.81224999999998,59849.92799999999,4.8896999999999995,1408.2335999999998,39.06000000000001,11249.280000000002,91.9000000000247,458.8,180.69999999998413,1465,2488
280,287,206.69240625,59320.720593750004,4.8583718750000005,1394.352728125,38.92437500000001,11171.295625000004,50.700000000024716,456.95000000000005,250.49999999998408,1465,2487
281,286,205.5755625,58794.610875,4.827143749999999,1380.5631124999998,38.78875000000001,11093.582500000002,7.650000000024761,455.1,320.6999999999839,1465,2486
282,287,206.69240625,59320.720593750004,4.8583718750000005,1394.352728125,38.92437500000001,11171.295625000004,62.750000000024784,456.95000000000005,42.69999999998379,1465,2487
283,286,205.5755625,58794.610875,4.827143749999999,1380.5631124999998,38.78875000000001,11093.582500000002,19.70000000002483,455.1,112.89999999998372,1465,2486
284,286,205.5755625,58794.610875,4.827143749999999,1380.5631124999998,38.78875000000001,11093.582500000002,74.80000000002485,455.1,183.49999999998363,1465,2486
285,285,204.46171875000002,58271.58984375001,4.796015625,1366.864453125,38.653125,11016.140625,29.900000000024875,453.25,254.09999999998354,1465,2485
286,285,204.46171875000002,58271.58984375001,4.796015625,1366.864453125,38.653125,11016.140625,83.15000000002487,453.25,325.09999999998354,1465,2485
287,285,204.46171875000002,58271.58984375001,4.796015625,1366.864453125,38.653125,11016.140625,36.400000000024875,453.25,47.59999999998354,1465,2485
288,285,204.46171875000002,58271.58984375001,4.796015625,1366.864453125,38.653125,11016.140625,89.65000000002487,453.25,118.59999999998354,1465,2485
289,284,203.350875,57751.6485,4.764987499999999,1353.2564499999999,38.517500000000005,10938.970000000001,42.900000000024875,451.40000000000003,189.59999999998354,1465,2484
290,284,203.350875,57751.6485,4.764987499999999,1353.2564499999999,38.517500000000005,10938.970000000001,94.30000000002491,451.40000000000003,260.99999999998363,1465,2484
291,283,202.24303125,57234.77784375,4.734059375,1339.738803125,38.38187500000001,10862.070625000002,45.70000000002494,449.55,332.3999999999837,1465,2483
292,284,203.350875,57751.6485,4.764987499999999,1353.2564499999999,38.517500000000005,10938.970000000001,95.25000000002495,451.40000000000003,55.89999999998366,1465,2484
293,283,202.24303125,57234.77784375,4.734059375,1339.738803125,38.38187500000001,10862.070625000002,46.65000000002499,449.55,127.29999999998381,1465,2483
294,283,202.24303125,57234.77784375,4.734059375,1339.738803125,38.38187500000001,10862.070625000002,96.200000000025,449.55,199.09999999998377,1465,2483
295,282,201.13818750000002,56720.968875000006,4.70323125,1326.3112125,38.24625000000001,10785.442500000003,45.75000000002501,447.70000000000005,270.8999999999837,1465,2482
296,282,201.13818750000002,56720.968875000006,4.70323125,1326.3112125,38.24625000000001,10785.442500000003,93.45000000002506,447.70000000000005,343.09999999998354,1465,2482
297,282,201.13818750000002,56720.968875000006,4.70323125,1326.3112125,38.24625000000001,10785.442500000003,41.1500000000251,447.70000000000005,67.09999999998331,1465,2482
298,282,201.13818750000002,56720.968875000006,4.70323125,1326.3112125,38.24625000000001,10785.442500000003,88.85000000002515,447.70000000000005,139.29999999998313,1465,2482
299,281,200.03634375,56210.212593749995,4.672503125,1312.9733781250002,38.110625000000006,10709.085625000002,36.55000000002519,445.85,211.49999999998295,1465,2481
300,281,200.03634375,56210.212593749995,4.672503125,1312.9733781250002,38.110625000000006,10709.085625000002,82.40000000002522,445.85,284.09999999998286,1465,2481
301,281,200.03634375,56210.212593749995,4.672503125,1312.9733781250002,38.110625000000006,10709.085625000002,28.25000000002524,445.85,8.599999999982742,1465,2481
302,281,200.03634375,56210.212593749995,4.672503125,1312.9733781250002,38.110625000000006,10709.085625000002,74.10000000002526,445.85,81.19999999998254,1465,2481
303,280,198.93750000000003,55702.50000000001,4.641875000000001,1299.7250000000001,37.97500000000001,10633.000000000002,19.950000000025284,444.0,153.79999999998245,1465,2480
304,280,198.93750000000003,55702.50000000001,4.641875000000001,1299.7250000000001,37.97500000000001,10633.000000000002,63.950000000025284,444.0,226.79999999998245,1465,2480
305,279,197.84165625,55197.82209375,4.611346875,1286.565778125,37.83937500000001,10557.185625000004,7.950000000025284,442.15000000000003,299.79999999998245,1465,2479
306,280,198.93750000000003,55702.50000000001,4.641875000000001,1299.7250000000001,37.97500000000001,10633.000000000002,50.10000000002532,444.0,25.29999999998256,1465,2480
307,280,198.93750000000003,55702.50000000001,4.641875000000001,1299.7250000000001,37.97500000000001,10633.000000000002,94.10000000002532,444.0,98.29999999998245,1465,2480
308,279,197.84165625,55197.82209375,4.611346875,1286.565778125,37.83937500000001,10557.185625000004,38.100000000025375,442.15000000000003,171.29999999998245,1465,2479
309,279,197.84165625,55197.82209375,4.611346875,1286.565778125,37.83937500000001,10557.185625000004,80.25000000002541,442.15000000000003,244.69999999998254,1465,2479
310,278,196.7488125,54696.16987500001,4.58091875,1273.4954125000002,37.70375000000001,10481.642500000002,22.400000000025443,440.3,318.09999999998263,1465,2478
311,279,197.84165625,55197.82209375,4.611346875,1286.565778125,37.83937500000001,10557.185625000004,62.700000000025454,442.15000000000003,44.09999999998257,1465,2479
312,278,196.7488125,54696.16987500001,4.58091875,1273.4954125000002,37.70375000000001,10481.642500000002,4.850000000025489,440.3,117.49999999998272,1465,2478
313,278,196.7488125,54696.16987500001,4.58091875,1273.4954125000002,37.70375000000001,10481.642500000002,45.1500000000255,440.3,191.29999999998267,1465,2478
314,278,196.7488125,54696.16987500001,4.58091875,1273.4954125000002,37.70375000000001,10481.642500000002,85.45000000002551,440.3,265.09999999998263,1465,2478
315,277,195.65896874999999,54197.53434375,4.550590625,1260.513603125,37.56812500000001,10406.370625000003,25.750000000025466,438.45000000000005,338.8999999999826,1465,2477
316,278,196.7488125,54696.16987500001,4.58091875,1273.4954125000002,37.70375000000001,10481.642500000002,64.20000000002551,440.3,65.39999999998236,1465,2478
317,277,195.65896874999999,54197.53434375,4.550590625,1260.513603125,37.56812500000001,10406.370625000003,4.500000000025523,438.45000000000005,139.1999999999823,1465,2477
318,277,195.65896874999999,54197.53434375,4.550590625,1260.513603125,37.56812500000001,10406.370625000003,42.95000000002557,438.45000000000005,213.39999999998213,1465,2477
319,277,195.65896874999999,54197.53434375,4.550590625,1260.513603125,37.56812500000001,10406.370625000003,81.40000000002561,438.45000000000005,287.59999999998195,1465,2477
320,277,195.65896874999999,54197.53434375,4.550590625,1260.513603125,37.56812500000001,10406.370625000003,19.850000000025602,438.45000000000005,14.09999999998172,1465,2477
321,277,195.65896874999999,54197.53434375,4.550590625,1260.513603125,37.56812500000001,10406.370625000003,58.30000000002565,438.45000000000005,88.29999999998154,1465,2477
322,277,195.65896874999999,54197.53434375,4.550590625,1260.513603125,37.56812500000001,10406.370625000003,96.7500000000257,438.45000000000005,162.49999999998136,1465,2477
323,276,194.572125,53701.9065,4.520362500000001,1247.6200500000002,37.432500000000005,10331.37,35.20000000002574,436.6,236.69999999998117,1465,2476
324,276,194.572125,53701.9065,4.520362500000001,1247.6200500000002,37.432500000000005,10331.37,71.80000000002576,436.6,311.2999999999811,1465,2476
325,276,194.572125,53701.9065,4.520362500000001,1247.6200500000002,37.432500000000005,10331.37,8.400000000025784,436.6,38.29999999998097,1465,2476
326,276,194.572125,53701.9065,4.520362500000001,1247.6200500000002,37.432500000000005,10331.37,45.00000000002581,436.6,112.89999999998099,1465,2476
327,276,194.572125,53701.9065,4.520362500000001,1247.6200500000002,37.432500000000005,10331.37,81.60000000002583,436.6,187.4999999999809,1465,2476
328,275,193.48828125,53209.27734375,4.490234375,1234.814453125,37.29687500000001,10256.640625000002,18.200000000025852,434.75,262.0999999999808,1465,2475
329,275,193.48828125,53209.27734375,4.490234375,1234.814453125,37.29687500000001,10256.640625000002,52.95000000002585,434.75,337.0999999999808,1465,2475
330,276,194.572125,53701.9065,4.520362500000001,1247.6200500000002,37.432500000000005,10331.37,87.70000000002585,436.6,64.59999999998081,1465,2476
331,275,193.48828125,53209.27734375,4.490234375,1234.814453125,37.29687500000001,10256.640625000002,24.300000000025875,434.75,139.19999999998072,1465,2475
332,275,193.48828125,53209.27734375,4.490234375,1234.814453125,37.29687500000001,10256.640625000002,59.050000000025875,434.75,214.19999999998072,1465,2475
333,275,193.48828125,53209.27734375,4.490234375,1234.814453125,37.29687500000001,10256.640625000002,93.80000000002588,434.75,289.1999999999807,1465,2475
334,275,193.48828125,53209.27734375,4.490234375,1234.814453125,37.29687500000001,10256.640625000002,28.550000000025875,434.75,16.69999999998072,1465,2475
335,275,193.48828125,53209.27734375,4.490234375,1234.814453125,37.29687500000001,10256.640625000002,63.300000000025875,434.75,91.69999999998072,1465,2475
336,275,193.48828125,53209.27734375,4.490234375,1234.814453125,37.29687500000001,10256.640625000002,98.05000000002588,434.75,166.69999999998072,1465,2475
337,274,192.40743750000001,52719.637875,4.460206250000001,1222.0965125000002,37.16125000000001,10182.182500000003,32.800000000025875,432.90000000000003,241.69999999998072,1465,2474
338,274,192.40743750000001,52719.637875,4.460206250000001,1222.0965125000002,37.16125000000001,10182.182500000003,65.70000000002591,432.90000000000003,317.0999999999808,1465,2474
339,275,193.48828125,53209.27734375,4.490234375,1234.814453125,37.29687500000001,10256.640625000002,98.60000000002594,434.75,45.09999999998092,1465,2475
340,274,192.40743750000001,52719.637875,4.460206250000001,1222.0965125000002,37.16125000000001,10182.182500000003,33.35000000002594,432.90000000000003,120.09999999998081,1465,2474
341,274,192.40743750000001,52719.637875,4.460206250000001,1222.0965125000002,37.16125000000001,10182.182500000003,66.25000000002598,432.90000000000003,195.4999999999809,1465,2474
342,274,192.40743750000001,52719.637875,4.460206250000001,1222.0965125000002,37.16125000000001,10182.182500000003,99.15000000002601,432.90000000000003,270.899999999981,1465,2474
343,273,191.32959375,52232.97909374999,4.430278125,1209.4659281250001,37.025625000000005,10107.995625000001,32.0500000000261,431.05,346.2999999999811,1465,2473
344,274,192.40743750000001,52719.637875,4.460206250000001,1222.0965125000002,37.16125000000001,10182.182500000003,63.100000000026114,432.90000000000003,74.79999999998103,1465,2474
345,274,192.40743750000001,52719.637875,4.460206250000001,1222.0965125000002,37.16125000000001,10182.182500000003,96.00000000002615,432.90000000000003,150.19999999998117,1465,2474
346,273,191.32959375,52232.97909374999,4.430278125,1209.4659281250001,37.025625000000005,10107.995625000001,28.90000000002624,431.05,225.59999999998126,1465,2473
347,273,191.32959375,52232.97909374999,4.430278125,1209.4659281250001,37.025625000000005,10107.995625000001,59.95000000002625,431.05,301.3999999999812,1465,2473
348,274,192.40743750000001,52719.637875,4.460206250000001,1222.0965125000002,37.16125000000001,10182.182500000003,91.00000000002626,432.90000000000003,29.899999999981162,1465,2474
349,273,191.32959375,52232.97909374999,4.430278125,1209.4659281250001,37.025625000000005,10107.995625000001,23.90000000002624,431.05,105.29999999998131,1465,2473
350,273,191.32959375,52232.97909374999,4.430278125,1209.4659281250001,37.025625000000005,10107.995625000001,54.95000000002625,431.05,181.09999999998126,1465,2473
351,273,191.32959375,52232.97909374999,4.430278125,1209.4659281250001,37.025625000000005,10107.995625000001,86.00000000002626,431.05,256.8999999999812,1465,2473
352,272,190.25475,51749.292,4.40045,1196.9224000000002,36.89000000000001,10034.080000000002,17.05000000002633,429.20000000000005,332.6999999999812,1465,2472
353,273,191.32959375,52232.97909374999,4.430278125,1209.4659281250001,37.025625000000005,10107.995625000001,46.250000000026375,431.05,61.699999999980946,1465,2473
354,273,191.32959375,52232.97909374999,4.430278125,1209.4659281250001,37.025625000000005,10107.995625000001,77.30000000002639,431.05,137.4999999999809,1465,2473
355,272,190.25475,51749.292,4.40045,1196.9224000000002,36.89000000000001,10034.080000000002,8.350000000026398,429.20000000000005,213.29999999998086,1465,2472
356,272,190.25475,51749.292,4.40045,1196.9224000000002,36.89000000000001,10034.080000000002,37.550000000026444,429.20000000000005,289.4999999999807,1465,2472
357,273,191.32959375,52232.97909374999,4.430278125,1209.4659281250001,37.025625000000005,10107.995625000001,66.75000000002649,431.05,18.499999999980446,1465,2473
358,273,191.32959375,52232.97909374999,4.430278125,1209.4659281250001,37.025625000000005,10107.995625000001,97.8000000000265,431.05,94.2999999999804,1465,2473
359,272,190.25475,51749.292,4.40045,1196.9224000000002,36.89000000000001,10034.080000000002,28.85000000002651,429.20000000000005,170.09999999998035,1465,2472
360,272,190.25475,51749.292,4.40045,1196.9224000000002,36.89000000000001,10034.080000000002,58.05000000002656,429.20000000000005,246.29999999998017,1465,2472
